behavior_id,user_id,post_id,action_type,action_weight,timestamp,dwell_time,time_period,location,device_type,scene,is_positive,source
b00004888,dTRDQnNZTzZ4WXlVdXRETWhLK2tnWWlscGErYVpJaXJncDVxYll5Qng2NjFqcGF5bDdqRmE1S3F2cmlHb2M1a2k4K3FnWngyWjZtTnIySjI=,p_ext_000193,comment,3,2026-01-10 09:23:57,64,早上,教学区,pc,晚间学习,1,expanded
b00014315,u_ext_00300,2101633377,view,1,2026-01-10 09:37:57,16,早上,图书馆,tablet,毕业季,1,expanded
b00007243,u_ext_00217,p_ext_001167,view,1,2026-01-10 09:48:57,30,早上,校外,mobile,午餐时间,1,expanded
b00006423,u_ext_00142,p_ext_001380,skip,-1,2026-01-10 10:07:57,4,早上,校外,mobile,普通浏览,0,expanded
b00027505,u_ext_00165,p_ext_000936,view,1,2026-01-10 10:12:57,40,早上,宿舍区,pc,普通浏览,1,expanded
b00000852,u_ext_00414,p_ext_000714,skip,-1,2026-01-10 10:16:57,2,早上,食堂区,tablet,午餐时间,0,expanded
b00014546,u_ext_00441,2101531847,skip,-1,2026-01-10 10:29:57,8,早上,食堂区,pc,毕业季,0,expanded
b00008407,dG42TnEzL091NHVTMEw3T2w2RzRaNVducHFtRlluOXJnNHg0aTRoOXk5M0RwbldEaEpXNmFKVzV0cldIWjlxS2lNNmVvSVdybXFxQmVXSjI=,p_ext_001085,skip,-1,2026-01-10 10:33:57,3,早上,教学区,tablet,开学季,0,expanded
b00029358,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJcllTQTA5ZXpmMmV5aTg2V3JJYlBxcEdCZkx5b2h0eWFiSmlibVd5RGVXSjI=,p_ext_001082,skip,-1,2026-01-10 10:48:57,3,早上,教学区,mobile,毕业季,0,expanded
b00010627,u_ext_00453,p_ext_000950,skip,-1,2026-01-10 10:59:57,4,早上,食堂区,mobile,开学季,0,expanded
b00004329,u_ext_00106,p_ext_001946,skip,-1,2026-01-10 11:00:57,5,中午,教学区,pc,考试周,0,expanded
b00000387,u_ext_00483,2101524138,view,1,2026-01-10 11:03:57,15,中午,教学区,tablet,毕业季,1,expanded
b00016447,u_ext_00112,p_ext_001254,like,2,2026-01-10 11:05:57,51,中午,教学区,tablet,毕业季,1,expanded
b00013376,u_ext_00139,p_ext_000205,skip,-1,2026-01-10 11:21:57,5,中午,教学区,mobile,毕业季,0,expanded
b00025354,u_ext_00193,p_ext_000925,skip,-1,2026-01-10 11:23:57,1,中午,校外,mobile,开学季,0,expanded
b00002636,dFpDSWJaTzVwMzE4M016U2g0MmpaWlNUZTIyRlk0ZHRqWXVFb1krbnFONjRmSit5aTlDVnJvdVMzSmVVaTZldWk2aU1wbzE0a0lDQmVXSjI=,p_ext_000509,dislike,-2,2026-01-10 11:25:57,15,中午,教学区,tablet,考试周,0,expanded
b00009375,u_ext_00108,p_ext_000351,skip,-1,2026-01-10 11:26:57,8,中午,教学区,pc,毕业季,0,expanded
b00001225,u_ext_00426,p_ext_000953,skip,-1,2026-01-10 11:27:57,3,中午,宿舍区,tablet,午餐时间,0,expanded
b00025186,eFdwb29wZlJ5YStGazYyVmdLTFNpSlMyakxLTWQ2WnRsbnhuYm95T3k2eTNwcHF5Zjg3RmpvYTVxc3lJakplRWk1V0VxNW1jZ0s2Q2VXSjI=,p_ext_000776,skip,-1,2026-01-10 11:47:57,1,中午,教学区,mobile,晚间学习,0,expanded
b00011727,dUtSNWI0UzNxbWFTcU5DN2w2SzBwNUxQcW9lWW5LMnhpWXBtYkltQnRhckNhcU9qaTg2N2ZwSzUzTmVZaXE5bGdwSjRhWkdkcHF1S2lXSjI=,p_ext_001996,skip,-1,2026-01-10 11:48:57,8,中午,教学区,tablet,晚间学习,0,expanded
b00012541,u_ext_00257,p_ext_000178,skip,-1,2026-01-10 12:01:57,7,中午,食堂区,pc,考试周,0,expanded
b00026945,u_ext_00489,p_ext_000887,skip,-1,2026-01-10 12:02:57,4,中午,校外,pc,开学季,0,expanded
b00005037,u_ext_00436,p_ext_000806,skip,-1,2026-01-10 12:11:57,7,中午,宿舍区,tablet,毕业季,0,expanded
b00029298,cjMrZWFZV1dxNHAva3REYmhhK25hSU8yaDYrS2RLcUxqbnFpcEpxQnJhNjJpNmV3aExtemlJcVR1cVNZamJTZWxybW1qWnVhYjRtRmlXSjI=,p_ext_001592,skip,-1,2026-01-10 12:22:57,3,中午,教学区,pc,毕业季,0,expanded
b00015230,dzQ5OWFZU1Rsb0NBdU5DMGlxR3dpSVMzYXJHR2VZZHBsNHVoYllWK3RjNnprSDJ4aWMzSWE1S21ycmlHaTd1bWZKS0FqNFoyb29lSWlXSjI=,2101534204,comment,3,2026-01-10 12:26:57,185,中午,教学区,tablet,开学季,1,expanded
b00006503,u_ext_00316,2101506146,like,2,2026-01-10 13:02:57,137,中午,食堂区,tablet,考试周,1,expanded
b00019879,u_ext_00293,p_ext_001288,skip,-1,2026-01-10 13:11:57,8,中午,校外,pc,午餐时间,0,expanded
b00010670,u_ext_00454,p_ext_001203,skip,-1,2026-01-10 13:18:57,4,中午,教学区,pc,毕业季,0,expanded
b00021481,u_ext_00299,p_ext_001201,expose,0,2026-01-10 13:20:57,0,中午,教学区,pc,毕业季,0,expanded
b00003677,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,p_ext_000266,view,1,2026-01-10 13:24:57,25,中午,教学区,pc,考试周,1,expanded
b00024546,u_ext_00278,p_ext_001959,expose,0,2026-01-10 13:31:57,0,中午,图书馆,tablet,开学季,0,expanded
b00021538,u_ext_00313,p_ext_001350,comment,3,2026-01-10 13:32:57,138,中午,教学区,tablet,普通浏览,1,expanded
b00004019,u_ext_00154,p_ext_000605,skip,-1,2026-01-10 13:46:57,4,中午,食堂区,tablet,毕业季,0,expanded
b00026574,u_ext_00280,p_ext_000272,expose,0,2026-01-10 13:54:57,0,中午,图书馆,mobile,毕业季,0,expanded
b00025756,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,2101110140,skip,-1,2026-01-10 13:59:57,7,中午,教学区,mobile,考试周,0,expanded
b00010335,dEk5a2duK3JxcStJcVpYUWhtYThqWVdwbGE2TmRtdU9pSDJhcEllUnBkRzdmWUN4ZjVXcWFaS3F6OWlJZkphdGZaT2FiSnBpakxLR2lXSjI=,p_ext_001621,comment,3,2026-01-10 13:59:57,139,中午,教学区,mobile,普通浏览,1,expanded
b00024124,u_ext_00364,p_ext_001959,skip,-1,2026-01-10 13:59:57,2,中午,校外,tablet,晚间学习,0,expanded
b00005034,u_ext_00211,p_ext_000795,skip,-1,2026-01-10 14:00:57,3,下午,宿舍区,mobile,开学季,0,expanded
b00009852,u_ext_00491,p_ext_000244,skip,-1,2026-01-10 14:01:57,7,下午,校外,mobile,考试周,0,expanded
b00007905,u_ext_00441,p_ext_001750,skip,-1,2026-01-10 14:40:57,8,下午,食堂区,mobile,午餐时间,0,expanded
b00028326,u_ext_00151,p_ext_001150,skip,-1,2026-01-10 15:18:57,3,下午,校外,tablet,考试周,0,expanded
b00009365,eFkxNWo0ZTdxNHVMazZxdGw0dTRkMzY2ZktxT2hZU3NsMmVWYklXTnJkMnZmNStEZjVUTmVZT1RzcWFZaXF5Vms3bWxhNXRocldpTGlXSjI=,p_ext_001305,skip,-1,2026-01-10 15:22:57,3,下午,教学区,pc,午餐时间,0,expanded
b00026093,u_ext_00379,p_ext_000408,skip,-1,2026-01-10 15:32:57,7,下午,教学区,mobile,午餐时间,0,expanded
b00018399,u_ext_00468,p_ext_001561,skip,-1,2026-01-10 15:52:57,6,下午,宿舍区,tablet,晚间学习,0,expanded
b00000332,u_ext_00344,p_ext_001903,skip,-1,2026-01-10 16:27:57,8,下午,食堂区,mobile,晚间学习,0,expanded
b00008737,u_ext_00276,p_ext_001532,like,2,2026-01-10 16:44:57,152,下午,教学区,tablet,毕业季,1,expanded
b00023825,u_ext_00147,p_ext_001866,expose,0,2026-01-10 16:48:57,0,下午,校外,mobile,毕业季,0,expanded
b00029885,u_ext_00318,p_ext_001964,skip,-1,2026-01-10 16:53:57,1,下午,食堂区,pc,午餐时间,0,expanded
b00019129,u_ext_00188,p_ext_000911,skip,-1,2026-01-10 17:00:57,3,下午,食堂区,tablet,晚间学习,0,expanded
b00026279,u_ext_00136,p_ext_000452,skip,-1,2026-01-10 17:13:57,4,下午,教学区,pc,毕业季,0,expanded
b00004134,u_ext_00491,p_ext_000703,skip,-1,2026-01-10 17:27:57,8,下午,校外,pc,开学季,0,expanded
b00022555,cjdLWGpuK1V5R2VTcWNpdWwzcXduWWVTcG95T2hwNXJpWXQ0Zkl5Tng3aTJmbzF1aExpYWJJUzUxNWFXWjgxcGxiZUloSnVGZjJ1SmlXSjI=,p_ext_001549,skip,-1,2026-01-10 17:39:57,7,下午,教学区,pc,普通浏览,0,expanded
b00015292,u_ext_00153,p_ext_000535,skip,-1,2026-01-10 17:41:57,4,下午,图书馆,pc,普通浏览,0,expanded
b00009117,eEk5OXBvZk9tbjk4bE5UVGhYcktwSC9RZEsrRVlwcDlsbWg0Z29xenVKakRmMnh0bEx1eWE0V3BsYzJYZTdobGZwT01pWXVKZ0xLS2lXSjI=,p_ext_000493,skip,-1,2026-01-10 17:45:57,4,下午,教学区,mobile,普通浏览,0,expanded
b00016287,dG1tSmZJZXJ1NEdEM01pMmpZcTBhcFMybm9pSW01MXRsWHlJcDRwK3FiMjRqNFJyaHBXbWFaU3F2czZHakxPdGc4OWpzb3FjZTJtSmlXSjI=,2101523397,like,2,2026-01-10 17:47:57,84,下午,教学区,mobile,午餐时间,1,expanded
b00000841,cmJLYnM0UE96WCtWM0xxMGxLSFNmWWZOb251RW5YaU5ocU9Fb1ltQngrRERvNXQvaGFxM2VJUzR1dEtYaXBKb2ZKS2FxSVNGZklTS2lXSjI=,p_ext_001383,collect,4,2026-01-10 17:57:57,218,下午,教学区,mobile,午餐时间,1,expanded
b00026428,u_ext_00247,p_ext_000902,view,1,2026-01-10 18:00:57,71,晚上,宿舍区,tablet,晚间学习,1,expanded
b00025281,czMxb2s1V3ExWWFIemN5bWhLR29wWWVTaktDSllXdDdpcUJqYnBta3RaYXVqMzE4bFphcmZuMlR6OW1XcjdDQWs3cUltWWlJWnJDWHIySjI=,p_ext_001539,skip,-1,2026-01-10 18:25:57,3,晚上,教学区,pc,午餐时间,0,expanded
b00029951,u_ext_00485,2101524138,skip,-1,2026-01-10 18:28:57,2,晚上,校外,pc,毕业季,0,expanded
b00006998,u_ext_00240,p_ext_001443,skip,-1,2026-01-10 18:33:57,7,晚上,图书馆,mobile,普通浏览,0,expanded
b00020854,u_ext_00347,p_ext_001048,skip,-1,2026-01-10 18:36:57,3,晚上,图书馆,tablet,毕业季,0,expanded
b00021590,u_ext_00444,p_ext_001542,skip,-1,2026-01-10 18:37:57,2,晚上,图书馆,pc,考试周,0,expanded
b00004787,u_ext_00310,p_ext_001240,expose,0,2026-01-10 18:39:57,0,晚上,校外,tablet,开学季,0,expanded
b00007726,u_ext_00118,p_ext_000351,skip,-1,2026-01-10 18:41:57,6,晚上,教学区,pc,普通浏览,0,expanded
b00028354,u_ext_00397,p_ext_000294,skip,-1,2026-01-10 18:53:57,4,晚上,教学区,mobile,毕业季,0,expanded
b00024350,u_ext_00382,p_ext_000243,skip,-1,2026-01-10 18:55:57,3,晚上,教学区,tablet,普通浏览,0,expanded
b00008549,u_ext_00452,p_ext_000579,skip,-1,2026-01-10 18:57:57,4,晚上,宿舍区,pc,午餐时间,0,expanded
b00015154,eHFPRWJaV25xMnFUemE2bmxtYW5aSmFxZktXWllZaUJtWitJZll0K25OU3Zmbld3aDgydmlZWGNwWkdLbjhhaGg1S2VpSnRqZklHT3IySjI=,p_ext_000925,view,1,2026-01-10 19:04:57,67,晚上,教学区,mobile,晚间学习,1,expanded
b00020778,u_ext_00208,p_ext_000142,skip,-1,2026-01-10 19:07:57,8,晚上,食堂区,pc,毕业季,0,expanded
b00001771,u_ext_00395,p_ext_000997,skip,-1,2026-01-10 19:09:57,5,晚上,教学区,mobile,午餐时间,0,expanded
b00000291,u_ext_00263,p_ext_001249,skip,-1,2026-01-10 19:11:57,4,晚上,校外,pc,晚间学习,0,expanded
b00024219,u_ext_00170,p_ext_001618,skip,-1,2026-01-10 19:14:57,7,晚上,食堂区,tablet,午餐时间,0,expanded
b00029776,u_ext_00437,p_ext_001686,like,2,2026-01-10 19:27:57,105,晚上,食堂区,pc,午餐时间,1,expanded
b00018397,u_ext_00441,p_ext_000628,skip,-1,2026-01-10 19:33:57,7,晚上,食堂区,mobile,开学季,0,expanded
b00017561,u_ext_00153,2101589825,skip,-1,2026-01-10 19:40:57,3,晚上,图书馆,pc,普通浏览,0,expanded
b00006876,u_ext_00218,p_ext_000772,dislike,-2,2026-01-10 19:44:57,8,晚上,宿舍区,pc,考试周,0,expanded
b00013336,u_ext_00201,p_ext_000519,skip,-1,2026-01-10 19:50:57,7,晚上,食堂区,tablet,午餐时间,0,expanded
b00010734,u_ext_00157,p_ext_001753,skip,-1,2026-01-10 20:00:57,4,晚上,图书馆,tablet,考试周,0,expanded
b00001223,dDN5QmZJbXF1cXlFME5DcGxxT29sWktwWTRpSW5tNnhnR1dMc0ppQXl0eXpqWUdFbHBXdVozNm4xTktJaksrdWZ0Q2FnNXQxb29hSWlXSjI=,p_ext_000408,skip,-1,2026-01-10 20:04:57,5,晚上,教学区,mobile,毕业季,0,expanded
b00027214,u_ext_00141,p_ext_001256,skip,-1,2026-01-10 20:09:57,6,晚上,食堂区,pc,晚间学习,0,expanded
b00029807,u_ext_00320,p_ext_001366,collect,4,2026-01-10 20:09:57,145,晚上,校外,pc,考试周,1,expanded
b00020499,u_ext_00333,p_ext_001769,like,2,2026-01-10 20:18:57,74,晚上,校外,mobile,毕业季,1,expanded
b00021638,dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,p_ext_000630,skip,-1,2026-01-10 20:20:57,5,晚上,教学区,pc,普通浏览,0,expanded
b00011166,u_ext_00489,p_ext_000709,skip,-1,2026-01-10 20:31:57,6,晚上,校外,tablet,午餐时间,0,expanded
b00011736,u_ext_00114,p_ext_001857,skip,-1,2026-01-10 20:38:57,3,晚上,宿舍区,pc,毕业季,0,expanded
b00006138,dDZOa2ZJeTRyMzZIbExhV2hJbkdvbnlWbm8rRWlZdHJoNitla1pwcXhwcXpqV1NrbHF1anI0QzZxZHFOZk5xQWY4K0FqNGFIcHBtWXIySjI=,p_ext_000810,view,1,2026-01-10 20:44:57,36,晚上,教学区,tablet,毕业季,1,expanded
b00001274,u_ext_00241,2101110140,skip,-1,2026-01-10 21:05:57,5,晚上,教学区,pc,考试周,0,expanded
b00020689,u_ext_00461,2101533358,expose,0,2026-01-10 21:26:57,0,晚上,宿舍区,pc,毕业季,0,expanded
b00009466,u_ext_00140,p_ext_000244,view,1,2026-01-10 21:43:57,10,晚上,图书馆,tablet,开学季,1,expanded
b00009873,dFh5ZXNvaVR5YStMdHNpbGw0M09vSWpQZklxTGg0OXNob3FFazVkOXFKYkVhcDV1aEx1emUzNlUwSzZHb0t5Q2lLYUFiSkNIakdtR2lXSjI=,2101566295,expose,0,2026-01-10 21:59:57,0,晚上,教学区,tablet,开学季,0,expanded
b00013068,u_ext_00451,p_ext_000360,dislike,-2,2026-01-10 22:01:57,15,晚上,食堂区,tablet,开学季,0,expanded
b00016957,u_ext_00392,p_ext_000925,dislike,-2,2026-01-10 22:34:57,2,晚上,图书馆,tablet,晚间学习,0,expanded
b00008444,u_ext_00360,p_ext_001322,skip,-1,2026-01-10 22:51:57,5,晚上,食堂区,tablet,毕业季,0,expanded
b00005576,u_ext_00317,p_ext_000206,skip,-1,2026-01-10 23:00:57,8,深夜,教学区,mobile,午餐时间,0,expanded
b00028097,u_ext_00207,p_ext_001493,skip,-1,2026-01-10 23:01:57,8,深夜,教学区,tablet,午餐时间,0,expanded
b00028734,u_ext_00153,p_ext_001020,expose,0,2026-01-10 23:02:57,0,深夜,图书馆,tablet,晚间学习,0,expanded
b00006487,u_ext_00248,p_ext_001583,skip,-1,2026-01-10 23:04:57,3,深夜,宿舍区,mobile,午餐时间,0,expanded
b00020818,u_ext_00227,p_ext_001695,skip,-1,2026-01-10 23:13:57,8,深夜,宿舍区,pc,开学季,0,expanded
b00012366,u_ext_00209,p_ext_001570,expose,0,2026-01-10 23:16:57,0,深夜,图书馆,pc,考试周,0,expanded
b00013632,dFkybnBuL2RzNm1XdDY2eGpJdk9nb2FTZUlpY25wMnZoNjVyckkyUHJiaTRmSnVqbHF2RWFvQzNyckdIaXJPc2dzMTRoSVdIZDY2SmlXSjI=,p_ext_000307,skip,-1,2026-01-10 23:18:57,5,深夜,教学区,pc,普通浏览,0,expanded
b00027679,u_ext_00471,p_ext_000803,skip,-1,2026-01-10 23:21:57,3,深夜,校外,tablet,考试周,0,expanded
b00029661,u_ext_00102,p_ext_000864,skip,-1,2026-01-10 23:28:57,1,深夜,宿舍区,tablet,午餐时间,0,expanded
b00006690,u_ext_00283,p_ext_001173,like,2,2026-01-10 23:30:57,57,深夜,食堂区,pc,普通浏览,1,expanded
b00002757,cjdLWGpuK1V5R2VTcWNpdWwzcXduWWVTcG95T2hwNXJpWXQ0Zkl5Tng3aTJmbzF1aExpYWJJUzUxNWFXWjgxcGxiZUloSnVGZjJ1SmlXSjI=,p_ext_001680,expose,0,2026-01-10 23:33:57,0,深夜,教学区,pc,毕业季,0,expanded
b00018499,u_ext_00395,p_ext_000478,view,1,2026-01-10 23:34:57,58,深夜,教学区,pc,午餐时间,1,expanded
b00005675,u_ext_00374,2101506146,skip,-1,2026-01-10 23:46:57,5,深夜,宿舍区,pc,毕业季,0,expanded
b00007236,u_ext_00145,p_ext_000935,skip,-1,2026-01-10 23:46:57,5,深夜,宿舍区,tablet,晚间学习,0,expanded
b00019435,u_ext_00447,p_ext_001342,view,1,2026-01-10 23:54:57,76,深夜,宿舍区,pc,毕业季,1,expanded
b00027131,u_ext_00222,p_ext_001867,view,1,2026-01-10 23:54:57,76,深夜,食堂区,tablet,晚间学习,1,expanded
b00028123,cm95WGhwZTZ1NFNLbE1pNGdaK25aNHJRZUt5YWRvQ2toWXBqczVlQW5KYTBwSW1TZ0x2RVozKzN6TFNDakp0bmxybUFoSmgxa0c2TGlXSjI=,p_ext_000446,view,1,2026-01-10 23:58:57,12,深夜,教学区,mobile,毕业季,1,expanded
b00018599,u_ext_00188,p_ext_000141,skip,-1,2026-01-11 00:02:57,7,深夜,食堂区,mobile,毕业季,0,expanded
b00000314,u_ext_00216,p_ext_001496,skip,-1,2026-01-11 00:21:57,7,深夜,教学区,pc,晚间学习,0,expanded
b00020693,u_ext_00400,p_ext_000322,dislike,-2,2026-01-11 00:21:57,13,深夜,图书馆,pc,晚间学习,0,expanded
b00024238,u_ext_00370,p_ext_001309,skip,-1,2026-01-11 00:29:57,5,深夜,教学区,pc,普通浏览,0,expanded
b00022352,u_ext_00313,p_ext_001344,expose,0,2026-01-11 00:31:57,0,深夜,教学区,tablet,晚间学习,0,expanded
b00023838,u_ext_00304,p_ext_000346,comment,3,2026-01-11 00:44:57,54,深夜,教学区,mobile,考试周,1,expanded
b00008047,u_ext_00367,p_ext_000550,expose,0,2026-01-11 00:49:57,0,深夜,宿舍区,pc,开学季,0,expanded
b00029657,u_ext_00308,p_ext_000408,skip,-1,2026-01-11 00:50:57,6,深夜,校外,mobile,普通浏览,0,expanded
b00024277,u_ext_00194,p_ext_001174,expose,0,2026-01-11 01:08:57,0,深夜,食堂区,pc,毕业季,0,expanded
b00004352,u_ext_00384,p_ext_001064,dislike,-2,2026-01-11 01:44:57,13,深夜,校外,tablet,考试周,0,expanded
b00010331,u_ext_00398,p_ext_001860,collect,4,2026-01-11 02:15:57,217,深夜,宿舍区,pc,普通浏览,1,expanded
b00009560,u_ext_00302,p_ext_001362,view,1,2026-01-11 02:20:57,102,深夜,教学区,pc,考试周,1,expanded
b00004071,u_ext_00208,p_ext_001485,skip,-1,2026-01-11 02:23:57,6,深夜,食堂区,tablet,毕业季,0,expanded
b00001287,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJclp1TnZiQzBhR1NoZ05Demg0clExTnFJb2Nab2haS0VmWU5qcW4rT3IySjI=,2101504655,skip,-1,2026-01-11 02:24:57,2,深夜,教学区,tablet,开学季,0,expanded
b00026959,u_ext_00122,p_ext_001270,skip,-1,2026-01-11 02:43:57,1,深夜,教学区,pc,考试周,0,expanded
b00024992,eEpDYnE0UFB5WjZMemN6SmxxSzBkNVBNbWJHS2g0Ujhqbmltc0lTenlwaTNzb1ZyZ05HanFvT3FwZHQvWnJ5RWt0eDRwSXFlb3FDR2lXSjI=,p_ext_001636,dislike,-2,2026-01-11 02:49:57,11,深夜,教学区,tablet,晚间学习,0,expanded
b00019981,dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,p_ext_001791,expose,0,2026-01-11 02:49:57,0,深夜,教学区,mobile,晚间学习,0,expanded
b00027703,u_ext_00433,p_ext_000899,view,1,2026-01-11 02:56:57,112,深夜,宿舍区,mobile,考试周,1,expanded
b00008340,u_ext_00320,p_ext_001580,skip,-1,2026-01-11 03:02:57,6,深夜,校外,pc,晚间学习,0,expanded
b00022211,c3BDRWE1YmRzNmFXdDVqWmlxUE9nWWpQZUg2RmVKNktsNHQ4azRlUXg5YXpmYUtyaEttcmZaT1NxcGVFcjdSOGc3YWFnSTJjYjJtWHIySjI=,p_ext_001771,skip,-1,2026-01-11 03:07:57,4,深夜,教学区,mobile,考试周,0,expanded
b00027984,u_ext_00405,p_ext_000734,skip,-1,2026-01-11 03:14:57,3,深夜,食堂区,mobile,考试周,0,expanded
b00017612,eFdwb29wZlJ5YStGazYyVmdLTFNpSlMyakxLTWQ2WnRsbnhuYm95T3k2eTNwcHF5Zjg3RmpvYTVxc3lJakplRWk1V0VxNW1jZ0s2Q2VXSjI=,p_ext_001656,expose,0,2026-01-11 03:20:57,0,深夜,教学区,tablet,开学季,0,expanded
b00023554,u_ext_00166,p_ext_001284,skip,-1,2026-01-11 03:49:57,4,深夜,图书馆,pc,考试周,0,expanded
b00024294,u_ext_00325,p_ext_000598,skip,-1,2026-01-11 03:54:57,3,深夜,图书馆,pc,晚间学习,0,expanded
b00027599,u_ext_00298,p_ext_001426,view,1,2026-01-11 04:28:57,116,深夜,图书馆,mobile,考试周,1,expanded
b00019936,u_ext_00340,p_ext_000197,expose,0,2026-01-11 05:00:57,0,早上,宿舍区,pc,开学季,0,expanded
b00022100,u_ext_00344,p_ext_000408,skip,-1,2026-01-11 05:20:57,6,早上,食堂区,pc,午餐时间,0,expanded
b00017216,u_ext_00471,p_ext_001795,skip,-1,2026-01-11 05:26:57,7,早上,校外,tablet,晚间学习,0,expanded
b00007219,u_ext_00421,p_ext_000875,skip,-1,2026-01-11 05:38:57,5,早上,宿舍区,mobile,晚间学习,0,expanded
b00008380,u_ext_00217,p_ext_000733,comment,3,2026-01-11 05:42:57,190,早上,校外,pc,普通浏览,1,expanded
b00009351,u_ext_00248,p_ext_001682,skip,-1,2026-01-11 05:45:57,1,早上,宿舍区,mobile,毕业季,0,expanded
b00017459,dzQ5b2JJYTYwWXVLdHN5cGwzeXNacGFwaEdxT201cDhpNG1Nam94cnNlQ3ZhbXhwaTlETlpwV1MyS21ZakxTT2tyZDNzSVdlYjRHWHIySjI=,p_ext_000553,skip,-1,2026-01-11 06:01:57,1,早上,教学区,pc,午餐时间,0,expanded
b00016271,u_ext_00186,p_ext_001689,skip,-1,2026-01-11 06:10:57,5,早上,校外,mobile,毕业季,0,expanded
b00024065,u_ext_00101,p_ext_000134,skip,-1,2026-01-11 06:19:57,1,早上,食堂区,tablet,普通浏览,0,expanded
b00012116,u_ext_00213,p_ext_001719,skip,-1,2026-01-11 06:22:57,4,早上,宿舍区,mobile,普通浏览,0,expanded
b00020929,u_ext_00275,p_ext_001073,skip,-1,2026-01-11 06:28:57,4,早上,图书馆,tablet,普通浏览,0,expanded
b00010451,u_ext_00398,p_ext_000369,skip,-1,2026-01-11 06:40:57,5,早上,宿舍区,pc,开学季,0,expanded
b00027904,u_ext_00476,p_ext_001044,skip,-1,2026-01-11 06:43:57,4,早上,图书馆,mobile,开学季,0,expanded
b00023818,u_ext_00319,2101613371,comment,3,2026-01-11 06:43:57,173,早上,食堂区,tablet,晚间学习,1,expanded
b00003319,u_ext_00233,p_ext_000644,skip,-1,2026-01-11 06:55:57,1,早上,校外,pc,考试周,0,expanded
b00025135,u_ext_00495,p_ext_001884,skip,-1,2026-01-11 07:08:57,2,早上,教学区,mobile,开学季,0,expanded
b00005348,u_ext_00472,p_ext_000741,skip,-1,2026-01-11 07:15:57,1,早上,食堂区,pc,考试周,0,expanded
b00016591,u_ext_00256,p_ext_000311,view,1,2026-01-11 07:22:57,72,早上,图书馆,mobile,晚间学习,1,expanded
b00018640,u_ext_00175,p_ext_000865,skip,-1,2026-01-11 07:34:57,1,早上,食堂区,mobile,毕业季,0,expanded
b00025912,eEg2ZmtJYVd0Nm1WdHFxN2dYdTBkNE9VZ0tTT2VZZHRnWWltaUppT3ZOM0VqNFdOaGMzRm5vYXExTXFDZmNaOWhxWjRycENHWjIyRGVXSjI=,p_ext_001447,skip,-1,2026-01-11 07:45:57,6,早上,教学区,pc,毕业季,0,expanded
b00004546,u_ext_00423,p_ext_001775,skip,-1,2026-01-11 07:45:57,3,早上,教学区,mobile,毕业季,0,expanded
b00006266,u_ext_00404,p_ext_000841,expose,0,2026-01-11 08:08:57,0,早上,食堂区,mobile,晚间学习,0,expanded
b00002414,u_ext_00114,2101582125,skip,-1,2026-01-11 08:09:57,2,早上,宿舍区,mobile,普通浏览,0,expanded
b00020085,dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,p_ext_001245,view,1,2026-01-11 08:09:57,87,早上,教学区,mobile,开学季,1,expanded
b00007505,u_ext_00309,p_ext_001322,skip,-1,2026-01-11 08:11:57,8,早上,校外,pc,普通浏览,0,expanded
b00025120,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJcllTQTA5ZXpmMmV5aTg2V3JJYlBxcEdCZkx5b2h0eWFiSmlibVd5RGVXSjI=,p_ext_000983,like,2,2026-01-11 08:14:57,71,早上,教学区,mobile,考试周,1,expanded
b00022702,u_ext_00404,p_ext_000138,skip,-1,2026-01-11 08:16:57,7,早上,食堂区,mobile,开学季,0,expanded
b00011092,u_ext_00382,p_ext_001945,like,2,2026-01-11 08:21:57,101,早上,教学区,tablet,考试周,1,expanded
b00016760,u_ext_00232,2101614176,skip,-1,2026-01-11 08:22:57,3,早上,图书馆,tablet,毕业季,0,expanded
b00023430,u_ext_00449,p_ext_001121,skip,-1,2026-01-11 08:25:57,7,早上,宿舍区,tablet,开学季,0,expanded
b00024888,u_ext_00344,p_ext_000275,view,1,2026-01-11 08:33:57,30,早上,食堂区,pc,午餐时间,1,expanded
